0.35, 4, 3, 0.8102, 0.6164, 3.00765, 2.6611, 2.9423
0.4, 4, 3, 0.7506, 0.5462, 3.07381, 2.67741, 3.0621
0.45, 4, 3, 0.6969, 0.504, 3.12742, 2.69544, 3.1955
0.5, 4, 3, 0.6181, 0.4282, 3.19528, 2.70504, 3.4005
0, 4, 4, 1, 1, 3.9758, 3.9758, 3.9758
0.05, 4, 4, 0.998, 0.9516, 3.99068, 3.97793, 3.9789
0.1, 4, 4, 0.9849, 0.8931, 4.06051, 4.00605, 4.0277
0.15, 4, 4, 0.9578, 0.8332, 4.09261, 3.99424, 4.0366
0.2, 4, 4, 0.9237, 0.7641, 4.13154, 3.99869, 4.0671
0.25, 4, 4, 0.8825, 0.6989, 4.18946, 4.00272, 4.1095
0.3, 4, 4, 0.8344, 0.6236, 4.26942, 4.02919, 4.1735
0.35, 4, 4, 0.7768, 0.5631, 4.2733, 3.95525, 4.2067
0.4, 4, 4, 0.7081, 0.4902, 4.34232, 3.97266, 4.3563
0.45, 4, 4, 0.6289, 0.4102, 4.41008, 3.95734, 4.5289
0.5, 4, 4, 0.561, 0.3573, 4.46292, 3.93227, 4.7137
0, 4, 5, 1, 1, 4.7828, 4.7828, 4.7828
0.05, 4, 5, 0.9904, 0.9197, 4.85955, 4.80657, 4.8239
0.1, 4, 5, 0.9672, 0.8462, 4.86363, 4.74734, 4.7905
0.15, 4, 5, 0.9288, 0.7681, 4.93045, 4.74469, 4.8205
0.2, 4, 5, 0.8883, 0.6894, 4.99854, 4.74906, 4.871
0.25, 4, 5, 0.8289, 0.6058, 5.0894, 4.73457, 4.9155
0.3, 4, 5, 0.7674, 0.5229, 5.1079, 4.68617, 4.9652
0.35, 4, 5, 0.6939, 0.4509, 5.20334, 4.70348, 5.077
0.4, 4, 5, 0.6221, 0.3906, 5.27729, 4.6723, 5.2092
0.45, 4, 5, 0.5405, 0.3118, 5.3889, 4.69885, 5.4168
0.5, 4, 5, 0.4541, 0.2523, 5.40079, 4.59096, 5.6502
0, 5, 3, 1, 1, 3.3663, 3.3663, 3.3663
0.05, 5, 3, 0.9973, 0.9528, 3.34192, 3.31906, 3.324
0.1, 5, 3, 0.9816, 0.8986, 3.39537, 3.3333, 3.3487
0.15, 5, 3, 0.953, 0.833, 3.44355, 3.32749, 3.3672
0.2, 5, 3, 0.9238, 0.7769, 3.4921, 3.3317, 3.3847
0.25, 5, 3, 0.8874, 0.7196, 3.52321, 3.31351, 3.4034
0.3, 5, 3, 0.841, 0.6335, 3.59239, 3.31981, 3.457
0.35, 5, 3, 0.7878, 0.5925, 3.67746, 3.34684, 3.5344
0.4, 5, 3, 0.7293, 0.5246, 3.73193, 3.33378, 3.6088
0.45, 5, 3, 0.6625, 0.4437, 3.81947, 3.37187, 3.7489
0.5, 5, 3, 0.588, 0.3927, 3.8801, 3.37128, 3.9108
0, 5, 4, 1, 1, 5.0025, 5.0025, 5.0025
0.05, 5, 4, 0.9968, 0.952, 5.02628, 5.00872, 5.0095
0.1, 5, 4, 0.9808, 0.8924, 5.07147, 5.01793, 5.0244
0.15, 5, 4, 0.9508, 0.8306, 5.04828, 4.94739, 4.9789
0.2, 5, 4, 0.9112, 0.7631, 5.14311, 5.00367, 5.0336
0.25, 5, 4, 0.8718, 0.6904, 5.19374, 5.0084, 5.0619
0.3, 5, 4, 0.8134, 0.614, 5.24576, 5.03111, 5.1068
0.35, 5, 4, 0.7572, 0.5411, 5.25792, 4.95066, 5.1098
0.4, 5, 4, 0.695, 0.4704, 5.34576, 4.96301, 5.2087
0.45, 5, 4, 0.624, 0.3932, 5.43878, 4.9738, 5.3105
0.5, 5, 4, 0.5468, 0.3169, 5.4872, 4.9634, 5.4571
0, 5, 5, 1, 1, 6.0076, 6.0076, 6.0076
0.05, 5, 5, 0.9891, 0.9248, 6.02133, 5.96832, 5.984
0.1, 5, 5, 0.967, 0.8423, 6.09617, 5.98587, 6.0088
0.15, 5, 5, 0.9264, 0.7662, 6.16807, 5.99791, 6.0399
0.2, 5, 5, 0.8834, 0.6836, 6.1561, 5.89789, 5.9886
0.25, 5, 5, 0.8293, 0.6, 6.25757, 5.9385, 6.0449
0.3, 5, 5, 0.7645, 0.5114, 6.36494, 5.94388, 6.1009
0.35, 5, 5, 0.6931, 0.4287, 6.40975, 5.88873, 6.143
0.4, 5, 5, 0.6139, 0.3585, 6.50529, 5.89177, 6.2326
0.45, 5, 5, 0.53, 0.2842, 6.57415, 5.81351, 6.3211
0.5, 5, 5, 0.4345, 0.2168, 6.67319, 5.83579, 6.5205
